ID,Economy,Code,Region,Income group,WBL Report Year,WBL INDEX,MOBILITY,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman choose where to live in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,Can women work in jobs deemed dangerous in the same way as men?,Are women able to work in the same industries as men?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,"Can a woman be ""head of household"" or ""head of family"" in the same way as a man?",Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,Does the law prohibit discrimination in access to credit based on gender?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Are periods of absence from work due to childcare accounted for in pension benefits?
YEM2015,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2015,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2016,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2016,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2017,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2017,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2018,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2018,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2019,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2019,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
YEM2020,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2020,26.9,25,No,Yes,No,No,25,No,Yes,No,No,25,No,No,No,Yes,0,No,No,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
ZAF1971,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1971,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1972,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1972,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1973,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1973,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1974,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1974,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1975,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1975,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1976,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1976,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1977,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1977,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1978,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1978,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1979,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1979,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1980,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1980,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1981,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1981,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1982,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1982,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1983,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1983,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,25,No,No,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1984,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1984,28.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1985,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1985,28.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,25,No,No,Yes,No
ZAF1986,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1986,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,40,No,No,No,Yes,Yes,25,No,No,Yes,No
ZAF1987,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1987,33.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,40,No,No,No,Yes,Yes,25,No,No,Yes,No
ZAF1988,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1988,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1989,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1989,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1990,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1990,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1991,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1991,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1992,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1992,38.8,75,Yes,Yes,Yes,No,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1993,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1993,41.9,100,Yes,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1994,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1994,41.9,100,Yes,Yes,Yes,Yes,0,No,No,No,No,50,No,Yes,Yes,No,60,Yes,No,No,Yes,Yes,20,No,Yes,No,No,No,0,No,No,No,No,80,No,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1995,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1995,59.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1996,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1996,59.4,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1997,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1997,65,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1998,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1998,65,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF1999,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1999,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2000,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2000,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2001,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2001,76.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2002,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,76.3,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2003,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2003,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2004,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2004,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2005,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2005,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2006,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2007,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2008,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2009,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2010,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2011,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2011,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2012,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2012,78.8,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2013,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2013,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2014,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2014,81.9,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2015,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2015,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2016,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2017,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2017,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2018,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2018,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2019,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2019,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAF2020,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2020,88.1,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
ZAR1971,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1971,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1972,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1972,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1973,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1973,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1974,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1974,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1975,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1975,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1976,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1976,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1977,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1977,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1978,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1978,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1979,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1979,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1980,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1980,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1981,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1981,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1982,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1982,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1983,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1983,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1984,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1984,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1985,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1985,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1986,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1986,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1987,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1987,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1988,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1988,23.1,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,40,Yes,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,20,No,No,No,No,Yes,50,No,Yes,Yes,No
ZAR1989,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1989,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
ZAR1990,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1990,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
ZAR1991,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1991,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
ZAR1992,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1992,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
ZAR1993,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1993,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
ZAR1994,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1994,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
ZAR1995,"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,1995,25.6,75,Yes,Yes,Yes,No,0,No,No,No,No,0,No,No,No,No,20,No,No,No,Yes,No,0,No,No,No,No,No,0,No,No,No,No,60,No,Yes,Yes,No,Yes,50,No,Yes,Yes,No
